GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
Shot Chart Detail,0021500679,484,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,2,1,0
Shot Chart Detail,0021500679,530,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,4,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,0,1,1
Shot Chart Detail,0021500679,533,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,4,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,-10,1,0
Shot Chart Detail,0021500679,536,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,4,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-132,-10,1,0
Shot Chart Detail,0021500679,578,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,1,4,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,99,75,1,1
Shot Chart Detail,0021500688,486,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-107,234,1,1
Shot Chart Detail,0021500701,581,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,16,1,0
Shot Chart Detail,0021500701,603,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,2,59,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-106,46,1,0
Shot Chart Detail,0021500725,453,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,31,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-112,7,1,0
Shot Chart Detail,0021500740,492,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-19,36,1,0
Shot Chart Detail,0021500740,528,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1
Shot Chart Detail,0021500769,511,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,58,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,7,1,0
Shot Chart Detail,0021500769,522,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,9,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-4,70,1,0
Shot Chart Detail,0021500769,553,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,194,1,0
Shot Chart Detail,0021500783,536,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,109,170,1,1
Shot Chart Detail,0021500812,509,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,12,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,-1,1,0
Shot Chart Detail,0021500812,528,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,36,161,323,1,0
Shot Chart Detail,0021500852,555,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,40,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,31,1,0
Shot Chart Detail,0021500852,556,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,39,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,0
Shot Chart Detail,0021500852,598,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,185,1,1
Shot Chart Detail,0021500857,522,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,3,1,0
Shot Chart Detail,0021500857,525,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,8,1,1
Shot Chart Detail,0021500857,536,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,2,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,7,1,1
Shot Chart Detail,0021500857,539,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,94,264,1,1
Shot Chart Detail,0021500857,544,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,24,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,16,1,0
Shot Chart Detail,0021500857,557,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,8,1,0
Shot Chart Detail,0021500857,579,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-153,244,1,0
Shot Chart Detail,0021500874,467,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1
Shot Chart Detail,0021500874,475,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,0
Shot Chart Detail,0021500874,478,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,45,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,18,1,0
Shot Chart Detail,0021500874,484,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-11,326,1,0
Shot Chart Detail,0021500874,496,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,239,1,0
Shot Chart Detail,0021500874,539,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,4,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,1,1
Shot Chart Detail,0021500874,555,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,3,36,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,27,1,0
Shot Chart Detail,0021500874,582,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,1,14,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,76,41,1,0
Shot Chart Detail,0021500874,606,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,0,8,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-118,70,1,0
Shot Chart Detail,0021500874,610,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,5,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,151,200,1,0
Shot Chart Detail,0021500907,490,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,2,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,18,1,0
Shot Chart Detail,0021500907,530,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,6,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,229,1,0
Shot Chart Detail,0021500911,443,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,242,1,0
Shot Chart Detail,0021500911,463,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-83,232,1,0
Shot Chart Detail,0021500911,491,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,53,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,0,164,1,1
Shot Chart Detail,0021500911,494,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,1,31,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,16,1,1
Shot Chart Detail,0021500911,500,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,138,203,1,0
Shot Chart Detail,0021500911,507,201566,Russell Westbrook,1610612760,Oklahoma City Thunder,4,0,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1
Shot Chart Detail,0021500003,529,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-25,228,1,1
Shot Chart Detail,0021500015,502,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-191,195,1,1
Shot Chart Detail,0021500035,530,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,7,1,1
Shot Chart Detail,0021500035,540,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,1,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500056,517,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,59,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500081,477,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-168,11,1,0
Shot Chart Detail,0021500081,515,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,87,-5,1,0
Shot Chart Detail,0021500088,462,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,13,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500088,475,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-165,65,1,1
Shot Chart Detail,0021500145,440,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,50,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-76,180,1,1
Shot Chart Detail,0021500145,442,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500145,450,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,58,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-50,80,1,0
Shot Chart Detail,0021500145,487,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,29,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500182,519,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,57,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,11,1,0
Shot Chart Detail,0021500182,527,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,34,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,0,1,1
Shot Chart Detail,0021500182,545,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,36,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,-15,1,0
Shot Chart Detail,0021500182,550,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,8,1,0
Shot Chart Detail,0021500198,584,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,47,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500198,607,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-56,131,1,0
Shot Chart Detail,0021500198,626,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,79,183,1,1
Shot Chart Detail,0021500198,647,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-61,244,1,1
Shot Chart Detail,0021500225,501,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,44,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500225,549,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,22,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,14,1,0
Shot Chart Detail,0021500225,551,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,21,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,1
Shot Chart Detail,0021500243,503,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,35,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-97,178,1,1
Shot Chart Detail,0021500243,522,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,119,213,1,0
Shot Chart Detail,0021500266,522,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,9,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,7,1,0
Shot Chart Detail,0021500274,556,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,51,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-4,174,1,0
Shot Chart Detail,0021500274,565,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-201,-1,1,1
Shot Chart Detail,0021500274,579,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,0
Shot Chart Detail,0021500274,614,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,34,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500274,625,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,26,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-150,92,1,1
Shot Chart Detail,0021500288,530,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,47,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,16,1,0
Shot Chart Detail,0021500288,563,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500288,599,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,4,46,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-89,115,1,1
Shot Chart Detail,0021500288,614,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,3,1,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,119,11,1,1
Shot Chart Detail,0021500288,620,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,2,15,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,15,-74,136,1,1
Shot Chart Detail,0021500288,631,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,0,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,112,7,1,0
Shot Chart Detail,0021500312,482,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,48,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,0
Shot Chart Detail,0021500312,489,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,14,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500339,471,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,19,247,1,0
Shot Chart Detail,0021500339,481,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-1,264,1,1
Shot Chart Detail,0021500339,485,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,249,1,0
Shot Chart Detail,0021500348,453,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,33,156,1,0
Shot Chart Detail,0021500348,464,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,15,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,21,1,1
Shot Chart Detail,0021500348,490,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,48,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,56,1,1
Shot Chart Detail,0021500348,499,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,57,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,56,1,0
Shot Chart Detail,0021500366,504,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,0,1,1
Shot Chart Detail,0021500366,547,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,53,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-1,1,1
Shot Chart Detail,0021500380,448,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,51,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-171,70,1,1
Shot Chart Detail,0021500396,517,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,50,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,-11,1,1
Shot Chart Detail,0021500432,527,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-156,51,1,0
Shot Chart Detail,0021500432,529,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,9,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,1
Shot Chart Detail,0021500436,474,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-42,190,1,0
Shot Chart Detail,0021500436,496,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,138,87,1,0
Shot Chart Detail,0021500436,522,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-145,144,1,0
Shot Chart Detail,0021500436,554,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,1,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,11,1,0
Shot Chart Detail,0021500436,569,203076,Anthony Davis,1610612740,New Orleans Pelicans,5,0,38,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500445,517,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,14,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500445,527,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-168,-6,1,0
Shot Chart Detail,0021500487,438,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,3,1,0
Shot Chart Detail,0021500487,459,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-117,131,1,0
Shot Chart Detail,0021500487,508,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,-5,1,0
Shot Chart Detail,0021500501,505,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,20,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500531,493,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,56,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,11,1,0
Shot Chart Detail,0021500531,505,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,7,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1
Shot Chart Detail,0021500531,528,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,21,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500531,537,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,19,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,8,1,1
Shot Chart Detail,0021500531,544,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,60,244,1,0
Shot Chart Detail,0021500585,458,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,47,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,65,1,0
Shot Chart Detail,0021500585,480,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,54,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,9,1,1
Shot Chart Detail,0021500585,482,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,34,Made Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1
Shot Chart Detail,0021500598,428,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500598,462,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,2,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500618,466,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,18,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
Shot Chart Detail,0021500618,483,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,33,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-68,144,1,1
Shot Chart Detail,0021500626,580,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,16,1,0
Shot Chart Detail,0021500626,585,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,50,249,1,1
Shot Chart Detail,0021500626,593,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,2,1,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-129,85,1,1
Shot Chart Detail,0021500626,604,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,1,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,97,154,1,0
Shot Chart Detail,0021500626,613,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,0,24,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
